strain	virus	accession	date	region	country	division	location	host	source	locus	authors	url	title	journal	puburl
V15186	rabies	GQ918318	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V1523	rabies	AF079903	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
V15491	rabies	GQ918319	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V1558	rabies	AY138568	?	africa	tanzania	tanzania	tanzania	goat	genbank	genome	?	?	?	?	?
V15595	rabies	GQ918320	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V1563	rabies	AF394873	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
V1566	rabies	AF394871	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
V15699	rabies	GQ918321	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V15886	rabies	GQ918322	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V158SHB	rabies	AF369356	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
V15918	rabies	JF973811	2006-XX-XX	?	bosnia_and_herzegovina	?	?	fox	genbank	genome	?	?	?	?	?
V15919	rabies	JF973812	2006-XX-XX	?	bosnia_and_herzegovina	?	?	fox	genbank	genome	?	?	?	?	?
V15921	rabies	JF973813	2006-XX-XX	?	bosnia_and_herzegovina	?	?	fox	genbank	genome	?	?	?	?	?
V15922	rabies	JF973814	2006-XX-XX	?	bosnia_and_herzegovina	?	?	fox	genbank	genome	?	?	?	?	?
V15924	rabies	JF973815	2006-XX-XX	?	bosnia_and_herzegovina	?	?	fox	genbank	genome	?	?	?	?	?
V15925	rabies	JF973816	2006-XX-XX	?	bosnia_and_herzegovina	?	?	cattle	genbank	genome	?	?	?	?	?
V15926	rabies	JF973817	2006-XX-XX	?	bosnia_and_herzegovina	?	?	fox	genbank	genome	?	?	?	?	?
V15927	rabies	JF973818	2006-XX-XX	?	bosnia_and_herzegovina	?	?	cattle	genbank	genome	?	?	?	?	?
V15929	rabies	JF973819	2006-XX-XX	?	bosnia_and_herzegovina	?	?	fox	genbank	genome	?	?	?	?	?
V15930	rabies	JF973820	2006-XX-XX	?	bosnia_and_herzegovina	?	?	dog	genbank	genome	?	?	?	?	?
V15931	rabies	JF973821	2006-XX-XX	?	bosnia_and_herzegovina	?	?	dog	genbank	genome	?	?	?	?	?
V15932	rabies	JF973822	2006-XX-XX	?	bosnia_and_herzegovina	?	?	fox	genbank	genome	?	?	?	?	?
V15933	rabies	JF973823	2006-XX-XX	?	bosnia_and_herzegovina	?	?	fox	genbank	genome	?	?	?	?	?
V15934	rabies	JF973824	2004-XX-XX	?	bosnia_and_herzegovina	?	?	dog	genbank	genome	?	?	?	?	?
V1594	rabies	AY034160	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V160	rabies	KP723589	2014-XX-XX	north_america	usa	georgia	georgia	unknown	genbank	genome	?	?	?	?	?
V161	rabies	KP723590	2014-XX-XX	north_america	usa	georgia	georgia	unknown	genbank	genome	?	?	?	?	?
V16104	rabies	GQ918323	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V16294	rabies	JQ005096	2010-XX-XX	europe	latvia	latvia	latvia	dog	genbank	genome	?	?	?	?	?
V16384	rabies	GQ918324	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V16392	rabies	KR337542	2012-XX-XX	europe	lithuania	lithuania	lithuania	cattle	genbank	genome	?	?	?	?	?
V16493	rabies	GQ918325	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V16571	rabies	KR337538	2009-XX-XX	europe	lithuania	lithuania	lithuania	fox	genbank	genome	?	?	?	?	?
V16593	rabies	GQ918326	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V16891	rabies	GQ918327	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V16995	rabies	GQ918328	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V1705	rabies	GQ918329	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V17143	rabies	KR337539	2009-XX-XX	europe	lithuania	lithuania	lithuania	raccoon	genbank	genome	?	?	?	?	?
V1717	rabies	JN897310	2008-XX-XX	south_america	brazil	brazil	brazil	fox	genbank	genome	?	?	?	?	?
V17192	rabies	GQ918330	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V1722	rabies	JN897316	2008-XX-XX	south_america	brazil	brazil	brazil	dog	genbank	genome	?	?	?	?	?
V1724	rabies	JN897313	2008-XX-XX	south_america	brazil	brazil	brazil	dog	genbank	genome	?	?	?	?	?
V1728	rabies	JN897312	2008-XX-XX	south_america	brazil	brazil	brazil	fox	genbank	genome	?	?	?	?	?
V17288	rabies	GQ918331	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V1747	rabies	DQ886063	1985-04-01	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
V17542	rabies	JQ005103	2009-XX-XX	europe	latvia	latvia	latvia	fox	genbank	genome	?	?	?	?	?
V17597	rabies	EU851126	1997-XX-XX	europe	spain	spain	spain	dog	genbank	genome	?	?	?	?	?
V17691	rabies	GQ983385	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V17788	rabies	GQ983386	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V17896	rabies	GQ983387	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V17990	rabies	GQ983388	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V17991	rabies	GQ983389	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V179LBB	rabies	AF369358	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
V18083	rabies	GQ983391	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V18102	rabies	GQ983392	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V18183	rabies	GQ983393	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V18200	rabies	KR337527	2008-XX-XX	europe	lithuania	lithuania	lithuania	raccoon	genbank	genome	?	?	?	?	?
V18305	rabies	GQ983394	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V18390	rabies	EU851127	1990-XX-XX	europe	spain	spain	spain	dog	genbank	genome	?	?	?	?	?
V186	rabies	AY170224	?	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V18793	rabies	GQ983395	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V18886	rabies	GQ983396	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V1895	rabies	GQ983390	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V18959	rabies	KY553265	1990-XX-XX	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V19084	rabies	GQ983397	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V19087	rabies	GQ983398	?	?	lesotho	?	?	unknown	genbank	genome	?	?	?	?	?
V19191	rabies	GQ983399	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V1947	rabies	JN897325	2000-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
V19518	rabies	AF304187	?	africa	zimbabwe	?	?	mongoose	genbank	genome	?	?	?	?	?
V19571	rabies	AF304184	?	africa	zimbabwe	?	?	badger	genbank	genome	?	?	?	?	?
V19589	rabies	GQ983400	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V19671	rabies	AF304188	1991-XX-XX	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V198	rabies	DQ497419	?	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
V19801	rabies	GQ983401	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V19902	rabies	GQ983402	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V1992	rabies	JN897335	2005-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
V1995	rabies	EU851121	1995-XX-XX	europe	spain	spain	spain	dog	genbank	genome	?	?	?	?	?
V2	rabies	DQ640251	?	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
V20	rabies	KU312290	1996-XX-XX	south_america	paraguay	paraguay	paraguay	dog	genbank	genome	?	?	?	?	?
V20034	rabies	KT336433	1991-XX-XX	africa	zimbabwe	?	?	dog	genbank	genome	?	?	?	?	?
V20188	rabies	GQ983404	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V20246	rabies	KY553267	1992-XX-XX	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V20276	rabies	KP723598	2004-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20277	rabies	HQ116830	2005-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
V20279	rabies	KP723599	2005-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20280	rabies	KP723576	2006-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
V20281	rabies	KP723577	2006-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
V20282	rabies	KP723578	2006-XX-XX	west_asia	na	afghanistan	afghanistan	unknown	genbank	genome	?	?	?	?	?
V20283	rabies	KP723600	2007-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20284	rabies	KP723601	2007-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20285	rabies	KP723602	2007-XX-XX	west_asia	iraq	iraq	iraq	mongoose	genbank	genome	?	?	?	?	?
V20286	rabies	KP723603	2007-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20287	rabies	KP723579	2008-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
V20288	rabies	KP723604	2008-XX-XX	west_asia	iraq	iraq	iraq	cattle	genbank	genome	?	?	?	?	?
V20289	rabies	KP723605	2008-XX-XX	west_asia	iraq	iraq	iraq	cattle	genbank	genome	?	?	?	?	?
V20291	rabies	KP723606	2008-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20292	rabies	KP723580	2008-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
V20293	rabies	KP723607	2008-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20294	rabies	KP723608	2008-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20296	rabies	KP723609	2009-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20297	rabies	KP723610	2009-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20298	rabies	KP723611	2009-XX-XX	west_asia	iraq	iraq	iraq	horse	genbank	genome	?	?	?	?	?
V20299	rabies	KP723612	2008-XX-XX	west_asia	iraq	iraq	iraq	cattle	genbank	genome	?	?	?	?	?
V2049	rabies	AY039228	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
V20514	rabies	KP723581	2005-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	swine	genbank	genome	?	?	?	?	?
V20515	rabies	KP723613	2009-XX-XX	west_asia	iraq	iraq	iraq	dog	genbank	genome	?	?	?	?	?
V20516	rabies	KP723582	2009-XX-XX	west_asia	afghanistan	afghanistan	afghanistan	dog	genbank	genome	?	?	?	?	?
V20520	rabies	LT909528	?	?	na	?	?	unknown	genbank	genome	?	?	?	?	?
V2054	rabies	AF394888	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
V2060	rabies	AY170251	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
V20607	rabies	KY553268	1992-XX-XX	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V20639	rabies	KY553269	1992-XX-XX	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V2069	rabies	JN897337	2005-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
V20743	rabies	JQ005085	2008-XX-XX	europe	latvia	latvia	latvia	badger	genbank	genome	?	?	?	?	?
V2085	rabies	AF394886	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
V20948	rabies	AF304189	?	africa	zimbabwe	?	?	badger	genbank	genome	?	?	?	?	?
V2095	rabies	GQ983403	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V2100	rabies	GQ983405	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V21057	rabies	KT336434	1992-XX-XX	africa	zimbabwe	?	?	dog	genbank	genome	?	?	?	?	?
V2107	rabies	JN897345	2006-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
V211	rabies	EU345002	?	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
V21179	rabies	AF304186	?	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V2119	rabies	JN897326	1998-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
V211SK	rabies	AF369287	?	?	na	?	?	skunk	genbank	genome	?	?	?	?	?
V212	rabies	EU345003	?	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
V21296	rabies	GQ983406	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V212SK	rabies	AF369288	?	?	na	?	?	skunk	genbank	genome	?	?	?	?	?
V2136	rabies	JN897341	2006-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
V213SK	rabies	AF369289	?	?	na	?	?	swine	genbank	genome	?	?	?	?	?
V214	rabies	DQ640246	?	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
V21433	rabies	JQ005093	2009-XX-XX	europe	latvia	latvia	latvia	fox	genbank	genome	?	?	?	?	?
V21467	rabies	KT336435	1993-XX-XX	africa	zimbabwe	?	?	dog	genbank	genome	?	?	?	?	?
V2152	rabies	AF394880	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
V21591	rabies	GQ983407	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V215SK	rabies	AF369290	?	?	na	?	?	skunk	genbank	genome	?	?	?	?	?
V216	rabies	EU345004	?	north_america	usa	usa	usa	skunk	genbank	genome	?	?	?	?	?
V21690	rabies	GQ983408	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V21694	rabies	GQ983409	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V21698	rabies	GQ983410	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V216SK	rabies	AF369291	?	?	na	?	?	skunk	genbank	genome	?	?	?	?	?
V21790	rabies	GQ983412	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V217CO	rabies	AF369337	?	?	na	?	?	swine	genbank	genome	?	?	?	?	?
V21805	rabies	GQ983414	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V2187	rabies	JQ005080	2006-XX-XX	europe	latvia	latvia	latvia	fox	genbank	genome	?	?	?	?	?
V2204	rabies	AY138570	?	west_asia	israel	israel	israel	dog	genbank	genome	?	?	?	?	?
V2210	rabies	JN897342	2006-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
V22107	rabies	AF304185	1994-XX-XX	africa	zimbabwe	?	?	mongoose	genbank	genome	?	?	?	?	?
V2217	rabies	DQ497415	?	south_america	brazil	brazil	brazil	unknown	genbank	genome	?	?	?	?	?
V22319	rabies	KY553270	1994-XX-XX	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V224	rabies	DQ640254	?	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
V2247	rabies	AF394879	?	north_america	usa	usa	usa	human	genbank	genome	?	?	?	?	?
V22492	rabies	GQ983413	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V224GFX	rabies	AF369271	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
V2253	rabies	AF394869	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
V22547	rabies	KY563717	1994-XX-XX	africa	zimbabwe	?	?	dog	genbank	genome	?	?	?	?	?
V22574	rabies	AF304183	?	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V22593	rabies	GQ983415	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V2263	rabies	DQ497416	?	south_america	brazil	brazil	brazil	unknown	genbank	genome	?	?	?	?	?
V22759	rabies	KY563716	1994-XX-XX	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V22789	rabies	GQ983416	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V22807	rabies	GQ983417	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V2283	rabies	JQ005074	2006-XX-XX	europe	latvia	latvia	latvia	fox	genbank	genome	?	?	?	?	?
V2295	rabies	GQ983411	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V229VB	rabies	AF369362	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
V23001	rabies	GQ983419	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V23093	rabies	GQ983420	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V230BBB	rabies	AF369342	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
V231RB	rabies	AF369348	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
V232	rabies	JN897332	2000-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
V2325	rabies	AY034161	?	africa	tanzania	tanzania	tanzania	dog	genbank	genome	?	?	?	?	?
V23292	rabies	GQ983421	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V23297	rabies	GQ983422	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V23487	rabies	GQ983423	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V235FTB	rabies	AF369359	?	?	na	?	?	bat	genbank	genome	?	?	?	?	?
V23691	rabies	GQ983424	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V2388	rabies	GQ983418	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V23916	rabies	JQ005092	2007-XX-XX	europe	latvia	latvia	latvia	fox	genbank	genome	?	?	?	?	?
V2395	rabies	JQ685972	2009-XX-XX	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V2396	rabies	JQ685937	2009-XX-XX	north_america	usa	usa	usa	raccoon	genbank	genome	?	?	?	?	?
V2398	rabies	JQ685892	2009-XX-XX	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V23988	rabies	GQ983425	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V2399	rabies	JQ685939	2009-XX-XX	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V2400	rabies	JQ685912	2009-XX-XX	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V2401	rabies	JQ685934	2009-XX-XX	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V2402	rabies	JQ685896	2009-XX-XX	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V2403	rabies	JQ685928	2009-XX-XX	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V24195	rabies	GQ983426	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V24290	rabies	GQ983427	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V242DG	rabies	AF369307	?	?	na	?	?	dog	genbank	genome	?	?	?	?	?
V243CD	rabies	AF369324	?	?	na	?	?	dog	genbank	genome	?	?	?	?	?
V24434	rabies	JQ005063	2005-XX-XX	europe	latvia	latvia	latvia	fox	genbank	genome	?	?	?	?	?
V2455	rabies	JQ005087	2006-XX-XX	europe	latvia	latvia	latvia	fox	genbank	genome	?	?	?	?	?
V24771	rabies	KR337545	2008-XX-XX	europe	lithuania	lithuania	lithuania	marten	genbank	genome	?	?	?	?	?
V24793	rabies	GQ983428	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V25090	rabies	GQ983430	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V25091	rabies	GQ983431	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V250CD	rabies	AF369297	?	?	na	?	?	dog	genbank	genome	?	?	?	?	?
V25189	rabies	GQ983432	?	?	namibia	?	?	unknown	genbank	genome	?	?	?	?	?
V2526	rabies	JQ685976	2009-XX-XX	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V25266	rabies	JQ005077	2009-XX-XX	europe	latvia	latvia	latvia	fox	genbank	genome	?	?	?	?	?
V252CD	rabies	AF369299	?	?	na	?	?	dog	genbank	genome	?	?	?	?	?
V25391	rabies	GQ983433	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V25501	rabies	GQ983434	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V25693	rabies	GQ983435	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V25700	rabies	GQ983436	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V25728	rabies	KR337526	2007-XX-XX	europe	lithuania	lithuania	lithuania	cat	genbank	genome	?	?	?	?	?
V2594	rabies	GQ983429	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V26192	rabies	GQ983437	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V26292	rabies	GQ983438	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V26372	rabies	JQ005060	2005-XX-XX	europe	latvia	latvia	latvia	cattle	genbank	genome	?	?	?	?	?
V26393	rabies	GQ983439	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V264MG	rabies	AF369302	?	?	na	?	?	mongoose	genbank	genome	?	?	?	?	?
V2654	rabies	JN897344	2006-XX-XX	south_america	brazil	brazil	brazil	bat	genbank	genome	?	?	?	?	?
V26587	rabies	GQ983440	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V265BFX	rabies	AF369296	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
V2662	rabies	JQ005104	2009-XX-XX	europe	latvia	latvia	latvia	raccoon	genbank	genome	?	?	?	?	?
V266CD	rabies	AF369276	?	?	na	?	?	dog	genbank	genome	?	?	?	?	?
V26706	rabies	GQ983441	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V26786	rabies	GQ983443	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V26807	rabies	GQ983444	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V2698	rabies	AF394882	?	north_america	usa	usa	usa	human	genbank	genome	?	?	?	?	?
V269CV	rabies	AF369295	?	?	na	?	?	mongoose	genbank	genome	?	?	?	?	?
V27	rabies	KU312286	2014-XX-XX	south_america	paraguay	paraguay	paraguay	dog	genbank	genome	?	?	?	?	?
V27092	rabies	GQ983445	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V271BFX	rabies	AF369277	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
V27203	rabies	GQ983447	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V27385	rabies	GQ983446	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V27396	rabies	EU851128	1996-XX-XX	europe	spain	spain	spain	dog	genbank	genome	?	?	?	?	?
V27499	rabies	GQ983448	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V27591	rabies	GQ983449	?	africa	zambia	zambia	zambia	unknown	genbank	genome	?	?	?	?	?
V27688	rabies	GQ983450	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V2795	rabies	GQ983442	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V27988	rabies	EU982551	2001-03-15	africa	zimbabwe	?	?	civet	genbank	genome	?	?	?	?	?
V28007	rabies	GQ983451	?	?	namibia	?	?	unknown	genbank	genome	?	?	?	?	?
V2806	rabies	AY168306	?	north_america	usa	usa	usa	fox	genbank	genome	?	?	?	?	?
V28085	rabies	EU851129	1985-XX-XX	europe	spain	spain	spain	dog	genbank	genome	?	?	?	?	?
V280RFX	rabies	AF369278	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
V282RFX	rabies	AF369279	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
V28401	rabies	GQ983452	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V28451	rabies	JQ005064	2005-XX-XX	europe	latvia	latvia	latvia	raccoon	genbank	genome	?	?	?	?	?
V2847	rabies	AF394872	?	north_america	usa	usa	usa	bat	genbank	genome	?	?	?	?	?
V284DG	rabies	AF369325	?	?	na	?	?	dog	genbank	genome	?	?	?	?	?
V285RFX	rabies	AF369273	?	?	na	?	?	fox	genbank	genome	?	?	?	?	?
V28794	rabies	GQ983453	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V28803	rabies	GQ983454	?	africa	south_africa	south_africa	south_africa	unknown	genbank	genome	?	?	?	?	?
V2885	rabies	JN897333	2000-XX-XX	south_america	brazil	brazil	brazil	cattle	genbank	genome	?	?	?	?	?
